362,25.71314568
363,25.682001412
364,26.3351710863
365,28.0253332955
366,29.2557041608
367,30.0281831654
368,30.6332933926
369,31.0039148685
370,31.3019832309
371,31.390373694
372,30.9359315762
373,31.2152734828
374,31.3214067632
375,31.5138162023
376,31.1774176085
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
